,0
0,-28.724947980360025
1,-28.72494796533483
2,-8.3880734146774
3,-8.388072314180398
4,-7.8759707717226695
5,-7.875970771722627
6,0.10768687668894682
7,0.19042734341651585
8,0.20013602521909143
9,0.3036871903042339
10,0.36847436820583873
11,0.44848156659117766
12,0.84520780072296
13,1.3138094738062391
14,1.3215807067982464
15,1.6518445321272552
16,1.7987233424610356
17,2.0694112375312286
18,2.395737109100949
19,3.513117701912354
20,3.6453476513670338
21,4.2059085327621375
22,4.21840795993964
23,4.902512634906575
24,5.09041665393871
25,6.335242607110756
26,6.958762102091329
27,7.546898897545092
28,7.77241254306617
29,8.670952020438577
30,8.858055174215975
31,9.90112047297227
32,11.099549867548244
33,11.853461641206367
34,12.13597604858339
35,13.19313056021812
36,13.529154278376671
37,14.458004689731963
38,15.871093606253213
39,16.984884752142843
40,17.231800008703367
41,18.533818279877277
42,18.947407553671766
43,20.041989578120813
44,21.179863992909443
45,22.810722083407892
46,23.116521655341163
47,24.71125069548566
48,24.979035102059136
49,26.460051154991522
50,27.167715205421025
51,29.19149264591461
52,29.7454205687492
53,31.561720090807565
54,31.61599452572438
55,33.549070386335586
56,33.9367824461844
57,36.05448658644379
58,36.99086195978289
59,38.73904559570929
60,39.12182544139825
61,41.161857509482516
62,41.42678529432971
63,43.44715628933517
64,44.72234535757627
65,46.50108956779793
66,47.110241861929076
67,49.20122568290564
68,49.49122755921549
69,51.45933029958127
70,52.81905831062654
71,54.75854146048108
72,55.48220383209027
73,57.66439415269133
74,57.98681904616137
75,60.056385372793976
76,61.20808615533619
77,63.39678301730281
78,64.1831043560805
79,66.5598710518678
80,66.77820019154834
81,69.09709213846538
82,69.87713200253233
83,72.31154964675
84,73.16931556253097
85,75.7510626459104
86,75.81692564386958
87,78.42317084497208
88,78.84109312504403
89,81.41295626025867
90,82.3759647024957
91,84.83349574109853
92,85.31733860259277
93,87.88875750592045
94,88.07599878060472
95,90.63568461166416
96,91.71744624932286
97,94.00252994902124
98,94.92091151524532
99,97.36424133329908
100,97.49649503453867
101,99.94617920697186
102,101.09703544107364
103,103.24434371684966
104,104.46452713132658
105,106.77870459215481
106,106.97502378582011
107,109.32426446719788
108,110.40625816938599
109,112.51309821556663
110,113.78547376578231
111,116.15481693310724
112,116.36322091745221
113,118.7065087104716
114,119.53566840115816
115,121.71892905043333
116,122.82394995786842
117,125.49399428112659
118,125.49952906597643
119,127.972046792899
120,128.42006524486152
121,130.73963852370878
122,131.63816673861606
123,134.20113216874563
124,134.7032616033801
125,136.97754542016958
126,137.08022985158442
127,139.43826939954639
128,140.24739016122209
129,142.42147164656936
130,143.60192383517725
131,145.54048962265017
132,145.57139297878007
133,147.6936881531506
134,148.57002879273338
135,150.250974914514
136,152.0002714013917
137,153.62060770024652
138,153.71091441309358
139,155.49314837520564
140,156.4701919142335
141,157.7906111081269
142,159.6041262761574
143,161.18379774912026
144,161.4393813932609
145,162.91356277185304
146,163.79751690695002
147,164.9797497241228
148,166.2890749141058
149,168.41729574779177
150,168.55486208475645
151,169.90024608379542
152,170.40372896201578
153,171.66952991034668
154,172.37940096500046
155,174.8064629765595
156,175.15107548923427
157,176.3090252050907
158,176.33796315005162
159,177.72607554327234
160,178.10248255462784
161,179.9707203773419
162,181.2090262703768
163,181.8775347778806
164,182.02683906243752
165,183.04386281055574
166,183.34926925444285
167,184.33123033536668
168,186.4654486990096
169,186.9052607082063
170,186.92445279973623
171,187.52016513404246
172,187.9569600343599
173,188.2830962858754
174,190.42976180149708
175,191.07518437331086
176,191.21585326355256
177,191.45973206824644
178,191.8546794204509
179,191.96566670347877
180,193.22266460378287
181,194.65377286222076
182,194.7241797874462
183,194.8378322103244
184,195.03190752779673
185,195.08769702932096
186,195.5097371252854
187,197.24808140942167
188,197.3842374123705
189,197.42644698551135
190,197.44978508398705
191,197.5383209151802
192,197.5426012334028
193,198.71745309272404
194,199.2662040832364
195,199.27248919258346
196,199.2788030655472
197,199.29465823430164
198,199.2955620616906
199,199.6196604225683
