,0
0,0.7100282221075291
1,2.1288186891028515
2,3.5450737914723516
3,4.958786678056691
4,6.36995043566217
5,7.778558088128723
6,9.184602595378378
7,10.588076852443358
8,11.988973688473909
9,13.387285865724701
10,14.783006078519481
11,16.176126952193528
12,17.566641042012737
13,18.954540832069654
14,20.339818734154544
15,21.722467086601977
16,23.10247815311141
17,24.479844121541408
18,25.8545571026769
19,27.226609128968015
20,28.59599215324049
21,29.96269804737612
22,31.326718600962966
23,32.68804551991388
24,34.0466704250529
25,35.402584850668035
26,36.75578024302979
27,38.10624795887434
28,39.45397926385015
29,40.798965330926904
30,42.141197238765685
31,43.48066597004917
32,44.81736240977042
33,46.1512773434791
34,47.482401455483945
35,48.810725327009514
36,50.136239434306205
37,51.458934146712075
38,52.77879972466442
39,54.09582631765978
40,55.41000396216074
41,56.721322579447275
42,58.029771973411414
43,59.335341828292755
44,60.638021706353065
45,61.93780104548867
46,63.23466915677918
47,64.5286152219749
48,65.81962829093415
49,67.10769727904776
50,68.39281096476353
51,69.67495798752671
52,70.95412684698634
53,72.23030590565845
54,73.50348340047988
55,74.77364747620207
56,76.0407862702584
57,77.30488811409644
58,78.5659419872852
59,79.82393849691215
60,81.07887189932399
61,82.3307440892686
62,83.57957210184178
63,84.82540149979559
64,86.06832889809537
65,87.30853736437064
66,88.54634766421363
67,89.78228507151553
68,91.01715471520592
69,92.25210866155257
70,93.48867870481024
71,94.7287469866532
72,95.97443866985654
73,97.22794660529136
74,98.49132598724817
75,99.76631080336115
76,101.05419448410187
77,102.35579095530693
78,103.67146522530044
79,105.00120732262235
80,106.34472215980585
81,107.7015153769259
82,109.07096473401711
83,110.45237409686781
84,111.84501139557214
85,113.24813370849023
86,114.6610028545258
87,116.0828943991997
88,117.51310230189034
89,118.95094079633601
90,120.3957445891263
91,121.84686808911029
92,123.30368412239633
93,124.76558241464109
94,126.23196800952026
95,127.70225972027218
96,129.1758886661399
97,130.65229691790995
98,132.13093626022885
99,133.61126706884497
100,135.09275729571644
101,136.57488155235188
102,138.05712028074558
103,139.53895900116123
104,141.0198876263975
105,142.4993998327829
106,143.9769924788421
107,145.4521650632631
108,146.92441921442543
109,148.39325820429121
110,149.85818647990396
111,151.31870920607332
112,152.7743318130475
113,154.2245595430805
114,155.668896989793
115,157.10684762408852
116,158.53791330011865
117,159.96159373437771
118,161.3773859504262
119,162.78478368097672
120,164.18327671808285
121,165.572350200917
122,166.95148382904048
123,168.32015098709115
124,169.67781776433296
125,171.02394184940354
126,172.35797127668008
127,173.6793429957287
128,174.9874812289896
129,176.28179557474434
130,177.56167880191722
131,178.82650426953631
132,180.0756228855337
133,181.30835949528523
134,182.52400855737258
135,183.7218289187582
136,184.90103743822309
137,186.06080111671835
138,187.20022726219017
139,188.31835102150234
140,189.41411931458444
141,190.48636973755663
142,191.53380224422136
143,192.55494007603062
144,193.54807453996662
145,194.51118007044778
146,195.4418080737363
147,196.33671339927844
148,197.19254545963935
149,197.9984165305587
150,198.76964013229
151,199.38062238886795
152,200.19535700375144
153,200.37842513340402
154,201.65888623850537
155,201.6712030042705
156,203.31147968876832
157,203.3118542039383
158,205.1541123837117
159,205.1541195639352
160,207.16475390016456
161,207.16475399465276
162,209.33137908658804
163,209.33137908747338
164,211.64865793768382
165,211.64865793768982
166,214.115322277123
167,214.11532227712306
168,216.7330026550336
169,216.7330026550336
170,219.50572563079928
171,219.50572563079928
172,222.4397548530273
173,222.4397548530273
174,225.54365885408546
175,225.54365885408546
176,228.82857234572347
177,228.8285723457235
178,232.30866673982297
179,232.308666739823
180,236.0018901517994
181,236.00189015179947
182,239.9310970170454
183,239.9310970170455
184,244.12578846913493
185,244.125788469135
186,248.62487781409305
187,248.62487781409305
188,253.48130158219112
189,253.48130158219115
190,258.7702397263476
191,258.7702397263477
192,264.6051861942054
193,264.60518619420543
194,271.1738128392822
195,271.1738128392823
196,278.8363800415816
197,278.8363800415816
198,288.5228616722548
199,288.5228616722548
